. ,FLAG_NM,CRTFC_NO_CN,AREA_NM,SAFE_CNSDR_ACT_AT,FULL_AGE9_12_TRGET_NMPR_CN,FULL_AGE13_15_TRGET_NMPR_CN,FULL_AGE16_18_TRGET_NMPR_CN,FULL_AGE19_24_TRGET_NMPR_CN,TRGET_AGE_ETC_NMPR_CN,TOT_TRGET_NMPR_CN,PROGRM_NM,INSTT_NM,VALID_PD_BEGIN_DE,VALID_PD_END_DE,OPER_STATE_NM,ADDR
1,활동,0249B06B-09547,부산광역시,N,0명,10명,0명,0명,0명,10명,나는야 모듬북 봉사단,부산중구청소년문화의집,20200722,20260721,인증,부산 중구 보수동2가 64-1번지
2,개별,5070G01C-MD0591,경상북도,N,0명,0명,300명,0명,0명,300명,화랑 운동회(고등학교),경주시 화랑마을,20200722,20260721,인증,경상북도 경주시 석현로 123 (석장동) 화백관 2층 수련활동팀
3,활동,5070F07A-09514,경상북도,N,300명,0명,0명,0명,0명,300명,화랑도 통일 체험활동(초등학교 2박3일),경주시 화랑마을,20200722,20260721,인증,경상북도 경주시 석현로 123 (석장동) 화백관 2층 수련활동팀
4,활동,5070D08B-09448,경상북도,N,0명,150명,0명,0명,0명,150명,잡(JOB)학다식 양성소,경주시 화랑마을,20200624,20260623,인증,경상북도 경주시 석현로 123 (석장동) 화백관 2층 수련활동팀
5,개별,5070G01A-MD0583,경상북도,N,300명,0명,0명,0명,0명,300명,화랑 운동회(초등학교),경주시 화랑마을,20200624,20260623,인증,경상북도 경주시 석현로 123 (석장동) 화백관 2층 수련활동팀
6,개별,0928G01A-MD0570,전라북도,N,360명,0명,0명,0명,0명,360명,사계절 썰매(초등학교),청정청소년수련원(청정테마힐링센터),20200527,20260526,인증,전북 완주군 구이면 장미로 31
7,활동,5211A04B-09405,경상남도,N,0명,120명,0명,0명,0명,120명,지금까지 이런 익사이팅은 없었다!,(주)지랜드,20200527,20260526,인증,경상남도 김해시 가야테마길 161 (어방동) 가야테마파크내
8,개별,0928G01B-MD0571,전라북도,N,0명,360명,0명,0명,0명,360명,사계절 썰매(중학교),청정청소년수련원(청정테마힐링센터),20200527,20260526,인증,전북 완주군 구이면 장미로 31
9,개별,0928G01C-MD0572,전라북도,N,0명,0명,360명,0명,0명,360명,사계절 썰매(고등학교),청정청소년수련원(청정테마힐링센터),20200527,20260526,인증,전북 완주군 구이면 장미로 31
10,활동,0018A07B-09980,전라북도,N,0명,60명,0명,0명,0명,60명,"하이-파이브, Go! (중학교)",임실군청소년수련원,20210526,20260525,인증,전북 임실군 관촌면 덕천리 481-10번지
11,활동,0967F09A-09982,충청남도,N,150명,0명,0명,0명,0명,150명,우리들의 녹색이야기(초등학교 1박2일),군포시청소년수련원,20210526,20260525,인증,충청남도 청양군 화성면 정자골길 100-43 군포시청소년수련원
12,활동,1866A07C-09248,경상남도,N,0명,0명,96명,0명,0명,96명,소통~GO통!!(고등학교),창원시 진해청소년야영장,20200429,20260428,인증,경상남도 창원시 진해구 천자로 484 (풍호동) 창원시 진해청소년야영장
13,활동,0561B07C-09272,대구광역시,N,0명,0명,20명,0명,0명,20명,기본이 중요해 (영상편집 기초),대구광역시달서구청소년수련관,20200429,20260428,인증,대구광역시 달서구 상화로 420 (상인동) 대구광역시달서구청소년수련관
14,활동,0561A09A-09271,대구광역시,N,20명,0명,0명,0명,0명,20명,chapter 1 지구를 지켜라,대구광역시달서구청소년수련관,20200429,20260428,인증,대구광역시 달서구 상화로 420 (상인동) 대구광역시달서구청소년수련관
15,활동,1866A07B-09247,경상남도,N,0명,96명,0명,0명,0명,96명,소통~GO통!!(중학교),창원시 진해청소년야영장,20200429,20260428,인증,경상남도 창원시 진해구 천자로 484 (풍호동) 창원시 진해청소년야영장
16,활동,1866A07B-09288,경상남도,N,0명,96명,0명,0명,0명,96명,(소)통하는 리더를 찾아라!(중학교),창원시 진해청소년야영장,20200429,20260428,인증,경상남도 창원시 진해구 천자로 484 (풍호동) 창원시 진해청소년야영장
17,활동,0561A07B-09273,대구광역시,N,0명,20명,0명,0명,0명,20명,단서를 기억해줘,대구광역시달서구청소년수련관,20200429,20260428,인증,대구광역시 달서구 상화로 420 (상인동) 대구광역시달서구청소년수련관
18,활동,1866A07C-09289,경상남도,N,0명,0명,96명,0명,0명,96명,(소)통하는 리더를 찾아라!(고등학교),창원시 진해청소년야영장,20200429,20260428,인증,경상남도 창원시 진해구 천자로 484 (풍호동) 창원시 진해청소년야영장
19,개별,0018G01A-MD0657,전라북도,N,100명,0명,0명,0명,0명,100명,도전 99초,임실군청소년수련원,20210428,20260427,인증,전북 임실군 관촌면 덕천리 481-10번지
20,개별,0018G02A-MD0658,전라북도,N,50명,0명,0명,0명,0명,50명,4D 슈퍼프레임,임실군청소년수련원,20210428,20260427,인증,전북 임실군 관촌면 덕천리 481-10번지
21,활동,0561A07F-09143,대구광역시,N,0명,10명,10명,0명,0명,20명,너두? 야 나두 그릴 수 있어!,대구광역시달서구청소년수련관,20200401,20260331,인증,대구광역시 달서구 상화로 420 (상인동) 대구광역시달서구청소년수련관
22,활동,0390B07B-09171,경상남도,N,0명,30명,0명,0명,0명,30명,청소년인성교육 '인성아 놀자',(재)김해시복지재단 김해시청소년수련관,20200401,20260331,인증,경상남도 김해시 진영읍 김해대로 257 김해시청소년수련관
23,활동,1536F07B-09222,전라남도,Y,0명,270명,0명,0명,0명,270명,우리들의 행복한 시간(중학교 1박2일),전라남도청소년수련원,20200401,20260331,인증,전라남도 완도군 군외면 삼두1길 215 전라남도청소년수련원
24,개별,3260G02B-MD0534,경상북도,N,0명,200명,0명,0명,0명,200명,반딧불이천문대 체험(중학교),영양군청소년수련원,20200401,20260331,인증,경상북도 영양군 수비면 반딧불이로 227 영양군청소년수련원
25,개별,3260G02C-MD0535,경상북도,N,0명,0명,200명,0명,0명,200명,반딧불이천문대 체험(고등학교),영양군청소년수련원,20200401,20260331,인증,경상북도 영양군 수비면 반딧불이로 227 영양군청소년수련원
26,활동,1536F07B-09223,전라남도,Y,0명,390명,0명,0명,0명,390명,나눔의온도 37.5도(중학교 2박3일),전라남도청소년수련원,20200401,20260331,인증,전라남도 완도군 군외면 삼두1길 215 전라남도청소년수련원
27,활동,0390A02A-09168,경상남도,N,20명,0명,0명,0명,0명,20명,봄철 별자리 천체관측,(재)김해시복지재단 김해시청소년수련관,20200401,20260331,인증,경상남도 김해시 진영읍 김해대로 257 김해시청소년수련관
28,개별,3260G02A-MD0533,경상북도,N,200명,0명,0명,0명,0명,200명,반딧불이천문대 체험(초등학교),영양군청소년수련원,20200401,20260331,인증,경상북도 영양군 수비면 반딧불이로 227 영양군청소년수련원
29,활동,0390A01A-09134,경상남도,N,10명,0명,0명,0명,0명,10명,도전 스케이트 보드(초등학교),(재)김해시복지재단 김해시청소년수련관,20200401,20260331,인증,경상남도 김해시 진영읍 김해대로 257 김해시청소년수련관
30,활동,0390A05A-09169,경상남도,N,20명,0명,0명,0명,0명,20명,우리지역 역사 탐험단(밀양 표충사편),(재)김해시복지재단 김해시청소년수련관,20200401,20260331,인증,경상남도 김해시 진영읍 김해대로 257 김해시청소년수련관
31,활동,3301B06F-09151,서울특별시,N,10명,5명,5명,0명,0명,20명,청소년멘토링프로그램 LEVEL UP!,망원청소년문화센터,20200401,20260331,인증,서울특별시 마포구 망원동 451-1
32,활동,0613F07A-09234,경기도,N,400명,0명,0명,0명,0명,400명,한마음? 한마음! (초등학교 1박2일),한마음청소년수련원,20200401,20260331,인증,경기도 양주시 어둔동 버들로 147-142 천주교의정부제5교구한마음연수원 한마음청소년수련원
33,활동,0390A01A-09170,경상남도,N,15명,0명,0명,0명,0명,15명,"유소년 축구교실 ""FC 유스""",(재)김해시복지재단 김해시청소년수련관,20200401,20260331,인증,경상남도 김해시 진영읍 김해대로 257 김해시청소년수련관
34,활동,5070D01A-09888,경상북도,N,66명,0명,0명,0명,0명,66명,신화랑 국궁캠프(신궁캠프),경주시 화랑마을,20210331,20260330,인증,경상북도 경주시 석현로 123 (석장동) 화백관 2층 수련활동팀
35,활동,5070F07C-09887,경상북도,N,0명,0명,300명,0명,0명,300명,화랑도 통일 체험활동(고등학교 2박3일),경주시 화랑마을,20210331,20260330,인증,경상북도 경주시 석현로 123 (석장동) 화백관 2층 수련활동팀
36,개별,3260G04A-MD0456,경상북도,N,100명,0명,0명,0명,0명,100명,챌린지 타운(초등학교),영양군청소년수련원,20200304,20260303,인증,경상북도 영양군 수비면 반딧불이로 227 영양군청소년수련원
37,활동,0263F04B-09109,충청남도,Y,0명,400명,0명,0명,0명,400명,꿈박꼭질(중학교 2박3일),마달피삼육청소년수련원,20200304,20260303,인증,충남 금산군 제원면 용화리 74-2
38,개별,3260G04B-MD0454,경상북도,N,0명,100명,0명,0명,0명,100명,미션 오리엔티어링(중학교),영양군청소년수련원,20200304,20260303,인증,경상북도 영양군 수비면 반딧불이로 227 영양군청소년수련원
39,활동,1536F07B-09130,전라남도,Y,0명,270명,0명,0명,0명,270명,우리 함께 행복나누기(중학교 1박2일),전라남도청소년수련원,20200304,20260303,인증,전라남도 완도군 군외면 삼두1길 215 전라남도청소년수련원
40,활동,1536F07C-09133,전라남도,Y,0명,0명,390명,0명,0명,390명,우리 함께 키(key)우리 (고등학교 2박3일),전라남도청소년수련원,20200304,20260303,인증,전라남도 완도군 군외면 삼두1길 215 전라남도청소년수련원
41,활동,0263F04C-09110,충청남도,Y,0명,0명,400명,0명,0명,400명,꿈박꼭질(고등학교 2박 3일),마달피삼육청소년수련원,20200304,20260303,인증,충남 금산군 제원면 용화리 74-2
42,활동,1866D07C-09065,경상남도,N,0명,0명,96명,0명,0명,96명,리더십 캠프! 소통의 기술!!(고등학교 1박2일),창원시 진해청소년야영장,20200304,20260303,인증,경상남도 창원시 진해구 천자로 484 (풍호동) 창원시 진해청소년야영장
43,개별,3260G04C-MD0455,경상북도,N,0명,0명,100명,0명,0명,100명,미션 오리엔티어링(고등학교),영양군청소년수련원,20200304,20260303,인증,경상북도 영양군 수비면 반딧불이로 227 영양군청소년수련원
44,개별,0018G02B-MD0459,전라북도,N,0명,280명,0명,0명,0명,280명,실내 미션 오리엔티어링(중학교),임실군청소년수련원,20200304,20260303,인증,전북 임실군 관촌면 덕천리 481-10번지
45,개별,3260G09A-MD0495,경상북도,N,100명,0명,0명,0명,0명,100명,힐링! 숲으로!!(초등학교),영양군청소년수련원,20200304,20260303,인증,경상북도 영양군 수비면 반딧불이로 227 영양군청소년수련원
46,개별,3260G09B-MD0496,경상북도,N,0명,100명,0명,0명,0명,100명,힐링! 숲으로!!(중학교),영양군청소년수련원,20200304,20260303,인증,경상북도 영양군 수비면 반딧불이로 227 영양군청소년수련원
47,활동,0265D03A-09081,경기도,N,300명,0명,0명,0명,0명,300명,평화통일캠프1 (초등학교 2박3일),아침햇살청소년수련원,20200304,20260303,인증,경기 포천시 관인면 339번지
48,개별,3260G09C-MD0497,경상북도,N,0명,0명,100명,0명,0명,100명,힐링! 숲으로!!(고등학교),영양군청소년수련원,20200304,20260303,인증,경상북도 영양군 수비면 반딧불이로 227 영양군청소년수련원
49,개별,0018G02C-MD0460,전라북도,N,0명,0명,280명,0명,0명,280명,실내 미션 오리엔티어링(고등학교),임실군청소년수련원,20200304,20260303,인증,전북 임실군 관촌면 덕천리 481-10번지
50,개별,3260G04A-MD0453,경상북도,N,100명,0명,0명,0명,0명,100명,미션 오리엔티어링(초등학교),영양군청소년수련원,20200304,20260303,인증,경상북도 영양군 수비면 반딧불이로 227 영양군청소년수련원
51,활동,1866D07B-09064,경상남도,N,0명,96명,0명,0명,0명,96명,리더십 캠프! 소통의 기술!!(중학교 1박2일),창원시 진해청소년야영장,20200304,20260303,인증,경상남도 창원시 진해구 천자로 484 (풍호동) 창원시 진해청소년야영장
52,개별,3260G04B-MD0457,경상북도,N,0명,100명,0명,0명,0명,100명,챌린지 타운(중학교),영양군청소년수련원,20200304,20260303,인증,경상북도 영양군 수비면 반딧불이로 227 영양군청소년수련원
53,개별,3260G04C-MD0458,경상북도,N,0명,0명,100명,0명,0명,100명,챌린지 타운(고등학교),영양군청소년수련원,20200304,20260303,인증,경상북도 영양군 수비면 반딧불이로 227 영양군청소년수련원
54,활동,3260F07C-09088,경상북도,N,0명,0명,200명,0명,0명,200명,'자연에 놀다' (고등학교 2박3일),영양군청소년수련원,20200304,20260303,인증,경상북도 영양군 수비면 반딧불이로 227 영양군청소년수련원
55,활동,4721A09A-09079,경기도,N,145명,0명,0명,0명,0명,145명,숲과나의 연결고리,(사)숲과아동청소년교육 경기도 남부지부,20200304,20260303,인증,경기도 용인시 처인구 이동면 백옥대로175번길 69 사단법인 숲과아동청소년교육 경기도 남부지부
56,활동,0263F04B-09108,충청남도,Y,0명,400명,0명,0명,0명,400명,꿈박꼭질(중학교 1박 2일),마달피삼육청소년수련원,20200304,20260303,인증,충남 금산군 제원면 용화리 74-2
57,활동,4081F07C-09856,강원도,N,0명,0명,150명,0명,0명,150명,만해마을 리더십캠프(고등학교 1박2일),만해마을 청소년수련원,20210303,20260302,인증,강원도 인제군 북면 만해로 91 동국대학교 만해마을청소년수련원
58,개별,0018G07B-MD0438,전라북도,N,0명,280명,0명,0명,0명,280명,너나들이(중학교),임실군청소년수련원,20200206,20260205,인증,전북 임실군 관촌면 덕천리 481-10번지
59,개별,0018G05B-MD0440,전라북도,N,0명,70명,0명,0명,0명,70명,에코백 만들기(중학교),임실군청소년수련원,20200206,20260205,인증,전북 임실군 관촌면 덕천리 481-10번지
60,개별,0018G05B-MD0441,전라북도,N,0명,70명,0명,0명,0명,70명,우리도 뮤비 주인공 (중학교),임실군청소년수련원,20200206,20260205,인증,전북 임실군 관촌면 덕천리 481-10번지
61,활동,1536F07A-08975,전라남도,Y,180명,0명,0명,0명,0명,180명,함성소리(함께 성장하고 소통하는 우리)[초등학교 1박2일],전라남도청소년수련원,20200206,20260205,인증,전라남도 완도군 군외면 삼두1길 215 전라남도청소년수련원
62,개별,0018G05C-MD0442,전라북도,N,0명,0명,70명,0명,0명,70명,우리도 영화 주인공 (고등학교),임실군청소년수련원,20200206,20260205,인증,전북 임실군 관촌면 덕천리 481-10번지
63,개별,0018G05A-MD0439,전라북도,N,70명,0명,0명,0명,0명,70명,에코백 만들기(초등학교),임실군청소년수련원,20200206,20260205,인증,전북 임실군 관촌면 덕천리 481-10번지
64,활동,5365F04B-08987,전라남도,N,0명,360명,0명,0명,0명,360명,명량으로 가는 도전(중학교 2박3일),우수영유스호스텔,20200205,20260204,인증,전라남도 해남군 문내면 관광레저로 12-36 우수영유스호스텔
65,활동,5365F04C-08988,전라남도,N,0명,0명,360명,0명,0명,360명,명량으로의 도전(고등학교 2박 3일),우수영유스호스텔,20200205,20260204,인증,전라남도 해남군 문내면 관광레저로 12-36 우수영유스호스텔
66,활동,5365F04C-08986,전라남도,N,0명,0명,320명,0명,0명,320명,명량으로의 도전(고등학교 1박2일),우수영유스호스텔,20200205,20260204,인증,전라남도 해남군 문내면 관광레저로 12-36 우수영유스호스텔
67,활동,4081F07B-09833,강원도,N,0명,300명,0명,0명,0명,300명,만해마을 스토리텔링(중학교 2박3일),만해마을 청소년수련원,20210203,20260202,인증,강원도 인제군 북면 만해로 91 동국대학교 만해마을청소년수련원
68,활동,4081F07A-09817,강원도,N,149명,0명,0명,0명,0명,149명,만해마을 리더십캠프(초등학교 1박2일),만해마을 청소년수련원,20210106,20260105,인증,강원도 인제군 북면 만해로 91 동국대학교 만해마을청소년수련원
69,활동,4081F07B-09818,강원도,N,0명,150명,0명,0명,0명,150명,만해마을 리더십캠프(중학교 1박2일),만해마을 청소년수련원,20210106,20260105,인증,강원도 인제군 북면 만해로 91 동국대학교 만해마을청소년수련원
70,활동,4456A01F-08915,강원도,N,3명,9명,0명,0명,0명,12명,우리동네 youth-up 생존체험활동,방산 문화의집,20191211,20251210,인증,강원도 양구군 방산면 장거리길 35-10 장평리 265-7
71,개별,0928G07C-MD0409,전라북도,N,0명,0명,120명,0명,0명,120명,동굴체험(고등학교),청정청소년수련원(청정테마힐링센터),20191211,20251210,인증,전북 완주군 구이면 장미로 31
72,활동,5413A01F-08930,인천광역시,N,0명,10명,20명,0명,0명,30명,우리동네 안전 지킴이,강화군시설관리공단(강화군청소년수련관),20191211,20251210,인증,인천광역시 강화군 강화읍 강화대로 154 강화군청소년수련관
73,활동,4498B06B-08888,경기도,N,0명,15명,0명,0명,0명,15명,꿈빛나래 요리 UP 나눔 UP 프로젝트,꿈빛나래청소년문화의집,20191211,20251210,인증,경기도 오산시 청학로 125 (궐동) 꿈빛나래청소년문화의집
74,활동,5070F07B-08919,경상북도,N,0명,300명,0명,0명,0명,300명,화랑도 통일 체험활동(중학교 2박3일),경주시 화랑마을,20191211,20251210,인증,경상북도 경주시 석현로 123 (석장동) 화백관 2층 수련활동팀
75,활동,4944A01A-08896,전라북도,N,40명,0명,0명,0명,0명,40명,도령낭자 안전지킴이,남원시 청소년문화의집,20191211,20251210,인증,전라북도 남원시 관서당길 35 (쌍교동) .
76,활동,0116A08B-08921,광주광역시,N,0명,36명,0명,0명,0명,36명,청소년 진로체험활동 푸드스타일리스트(토마토 소스스파게티),광주북구청소년수련관,20191211,20251210,인증,광주광역시 북구 대천로 86 (문흥동) 북구청소년수련관
77,활동,0116A08B-08920,광주광역시,N,0명,36명,0명,0명,0명,36명,청소년 진로체험활동 푸드스타일리스트(비빔만두 만들기),광주북구청소년수련관,20191211,20251210,인증,광주광역시 북구 대천로 86 (문흥동) 북구청소년수련관
78,활동,0027A05A-08905,대구광역시,N,260명,0명,0명,0명,0명,260명,'우리가 주인공'(초등학교),대구광역시청소년수련원,20191211,20251210,인증,대구 달서구 송현동 702번지 대구광역시청소년수련원
79,개별,0928G07B-MD0410,전라북도,N,0명,120명,0명,0명,0명,120명,동굴체험(중학교),청정청소년수련원(청정테마힐링센터),20191211,20251210,인증,전북 완주군 구이면 장미로 31
80,활동,0027F07B-09797,대구광역시,N,0명,80명,0명,0명,0명,80명,Youth Dream Leadership Camp(중학교),대구광역시청소년수련원,20201209,20251208,인증,대구 달서구 송현동 702번지 대구광역시청소년수련원
81,개별,0967G01A-MD0651,충청남도,N,150명,0명,0명,0명,0명,150명,돌격! 앞으로,군포시청소년수련원,20201209,20251208,인증,충청남도 청양군 화성면 정자골길 100-43 군포시청소년수련원
82,개별,1537G07A-MD0652,경기도,N,80명,0명,0명,0명,0명,80명,도미노활동(초등학교),양주시청소년수련원,20201209,20251208,인증,경기도 양주시 덕계동 평화로1475번길 623 양주시청소년수련원
83,활동,0196A09F-09792,광주광역시,N,0명,3명,3명,0명,0명,6명,내손에서 새롭게 탄생하는 업사이클링 활동!,광주서구청소년수련관,20201209,20251208,인증,광주광역시 서구 마재로 3 (금호동) 서구청소년수련관
84,개별,0967G01A-MD0656,충청남도,N,30명,0명,0명,0명,0명,30명,아틀라스의 공,군포시청소년수련원,20201209,20251208,인증,충청남도 청양군 화성면 정자골길 100-43 군포시청소년수련원
85,개별,0967G01A-MD0655,충청남도,N,150명,0명,0명,0명,0명,150명,시간을 잡아라,군포시청소년수련원,20201209,20251208,인증,충청남도 청양군 화성면 정자골길 100-43 군포시청소년수련원
86,개별,0967G07A-MD0654,충청남도,N,150명,0명,0명,0명,0명,150명,미션 Unpossible,군포시청소년수련원,20201209,20251208,인증,충청남도 청양군 화성면 정자골길 100-43 군포시청소년수련원
87,개별,0967G07A-MD0653,충청남도,N,150명,0명,0명,0명,0명,150명,레크레아사오,군포시청소년수련원,20201209,20251208,인증,충청남도 청양군 화성면 정자골길 100-43 군포시청소년수련원
88,활동,4081F05C-09800,강원도,N,0명,0명,100명,0명,0명,100명,청소년 문학캠프(고등학교 1박 2일),만해마을 청소년수련원,20201209,20251208,인증,강원도 인제군 북면 만해로 91 동국대학교 만해마을청소년수련원
89,개별,0928G10C-MD0405,전라북도,N,0명,0명,120명,0명,0명,120명,전동카트체험(고등학교),청정청소년수련원(청정테마힐링센터),20191113,20251112,인증,전북 완주군 구이면 장미로 31
90,개별,0928G10A-MD0403,전라북도,N,120명,0명,0명,0명,0명,120명,전동카트 체험(초등학교),청정청소년수련원(청정테마힐링센터),20191113,20251112,인증,전북 완주군 구이면 장미로 31
91,개별,0928G04B-MD0401,전라북도,N,0명,120명,0명,0명,0명,120명,모험체험활동(중학교),청정청소년수련원(청정테마힐링센터),20191113,20251112,인증,전북 완주군 구이면 장미로 31
92,개별,0928G04C-MD0402,전라북도,N,0명,0명,120명,0명,0명,120명,모험활동(고등학교),청정청소년수련원(청정테마힐링센터),20191113,20251112,인증,전북 완주군 구이면 장미로 31
93,개별,0928G04A-MD0396,전라북도,N,120명,0명,0명,0명,0명,120명,고무보트(초등학교),청정청소년수련원(청정테마힐링센터),20191113,20251112,인증,전북 완주군 구이면 장미로 31
94,활동,0928F07C-08845,전라북도,N,0명,0명,360명,0명,0명,360명,완주에서 함께 하는 터울림(고등학교2박3일),청정청소년수련원(청정테마힐링센터),20191113,20251112,인증,전북 완주군 구이면 장미로 31
95,활동,0972A01F-08826,서울특별시,N,0명,10명,10명,0명,0명,20명,청소년 숲길 트레킹,서울시립광진청소년센터,20191113,20251112,인증,서울특별시 광진구 구천면로 2 (광장동313-3번지)
96,활동,3260F07B-08855,경상북도,N,0명,200명,0명,0명,0명,200명,'자연에 놀다' (중학교 2박 3일 캠프),영양군청소년수련원,20191113,20251112,인증,경상북도 영양군 수비면 반딧불이로 227 영양군청소년수련원
97,활동,5294A01B-08785,경상북도,N,0명,30명,0명,0명,0명,30명,안녕(安寧)하십니까?,경산시계림청소년수련원,20191113,20251112,인증,경상북도 경산시 자인면 일연로 311-6 경산시계림청소년수련원
98,활동,0972A01A-08825,서울특별시,N,10명,0명,0명,0명,0명,10명,"자전거안전지킴이 ""따릉따릉""",서울시립광진청소년센터,20191113,20251112,인증,서울특별시 광진구 구천면로 2 (광장동313-3번지)
99,개별,0928G04C-MD0398,전라북도,N,0명,0명,120명,0명,0명,120명,고무보트(고등학교),청정청소년수련원(청정테마힐링센터),20191113,20251112,인증,전북 완주군 구이면 장미로 31
100,개별,0928G04A-MD0400,전라북도,N,120명,0명,0명,0명,0명,120명,모험체험활동(초등학교),청정청소년수련원(청정테마힐링센터),20191113,20251112,인증,전북 완주군 구이면 장미로 31
101,활동,0928F07A-08846,전라북도,N,360명,0명,0명,0명,0명,360명,완주에서 함께 하는 산울림(초등학교2박3일),청정청소년수련원(청정테마힐링센터),20191113,20251112,인증,전북 완주군 구이면 장미로 31
102,활동,0936A01B-08824,서울특별시,N,0명,30명,0명,0명,0명,30명,청소년 재난 안전 교육,강남청소년수련관,20191113,20251112,인증,서울 강남구 청담동 66-2 강남청소년수련관
103,개별,0928G07A-MD0399,전라북도,N,120명,0명,0명,0명,0명,120명,동굴체험(초등학교),청정청소년수련원(청정테마힐링센터),20191113,20251112,인증,전북 완주군 구이면 장미로 31
104,개별,0928G04B-MD0397,전라북도,N,0명,120명,0명,0명,0명,120명,고무보트(중학교),청정청소년수련원(청정테마힐링센터),20191113,20251112,인증,전북 완주군 구이면 장미로 31
105,개별,0928G10B-MD0404,전라북도,N,0명,120명,0명,0명,0명,120명,전동카트체험(중학교),청정청소년수련원(청정테마힐링센터),20191113,20251112,인증,전북 완주군 구이면 장미로 31
106,활동,0928F07B-08844,전라북도,N,0명,360명,0명,0명,0명,360명,완주에서 함께 하는 어울림 한마당(중학교2박3일),청정청소년수련원(청정테마힐링센터),20191113,20251112,인증,전북 완주군 구이면 장미로 31
107,활동,5258A06F-08804,경기도,N,0명,10명,10명,0명,0명,20명,미세먼지 그린나래,단원청소년수련관,20191113,20251112,인증,경기도 안산시 단원구 화정천서로 369 (초지동) 단원청소년수련관
108,활동,0224D09A-09733,강원도,N,300명,0명,0명,0명,0명,300명,꿈꾸는 숲으로(초등학교-1박2일),국립횡성숲체원,20201111,20251110,인증,강원도 횡성군 둔내면 청태산로 777 국립횡성숲체원
109,활동,0224D10B-09735,강원도,N,0명,300명,0명,0명,0명,300명,우리가 함께하는 숲(중학교-2박3일),국립횡성숲체원,20201111,20251110,인증,강원도 횡성군 둔내면 청태산로 777 국립횡성숲체원
110,활동,4081F07B-09746,강원도,N,0명,100명,0명,0명,0명,100명,청소년 심성수련 캠프(중학교 1박2일),만해마을 청소년수련원,20201111,20251110,인증,강원도 인제군 북면 만해로 91 동국대학교 만해마을청소년수련원
111,활동,4081F05B-09744,강원도,N,0명,100명,0명,0명,0명,100명,근현대사 역사·문화 체험 캠프(중학교 2박3일),만해마을 청소년수련원,20201111,20251110,인증,강원도 인제군 북면 만해로 91 동국대학교 만해마을청소년수련원
112,활동,4081F05B-09745,강원도,N,0명,100명,0명,0명,0명,100명,청소년 문학캠프(중학교 1박2일),만해마을 청소년수련원,20201111,20251110,인증,강원도 인제군 북면 만해로 91 동국대학교 만해마을청소년수련원
113,활동,4081F01A-09727,강원도,N,300명,0명,0명,0명,0명,300명,웰컴 투 더 포레스트(초등학교 2박3일),만해마을 청소년수련원,20201111,20251110,인증,강원도 인제군 북면 만해로 91 동국대학교 만해마을청소년수련원
114,활동,5258B05F-08803,경기도,N,5명,5명,10명,0명,0명,20명,청소년 Party '서프라이즈',단원청소년수련관,20191113,20251029,인증,경기도 안산시 단원구 화정천서로 369 (초지동) 단원청소년수련관
115,활동,5375A01F-08706,강원도,N,0명,10명,5명,0명,0명,15명,Safety Youth-Up 생존배낭 만들기,동면문화의집,20191016,20251015,인증,강원도 양구군 동면 금강산로 1693 동면문화의집
116,활동,0203A05F-08688,경기도,N,10명,0명,0명,0명,10명,20명,가족愛발견,일동청소년문화의집,20191016,20251015,인증,경기도 안산시 상록구 일동 호동로 89-16 일동청소년문화의집 일동청소년문화의집
117,활동,4512B02F-08725,충청남도,N,16명,16명,0명,0명,0명,32명,3D 프린팅을 활용한 내 꿈 Maker,금산청소년미래센터,20191016,20251015,인증,충청남도 금산군 금산읍 인삼로 17 금산청소년미래센터
118,활동,0390A07A-08712,경상남도,N,25명,0명,0명,0명,0명,25명,청소년인성교육'Together',(재)김해시복지재단 김해시청소년수련관,20191016,20251015,인증,경상남도 김해시 진영읍 김해대로 257 김해시청소년수련관
119,활동,0928A04A-08723,전라북도,Y,300명,0명,0명,0명,0명,300명,완주에서 함께 하는 창의적 체험활동(초등학교당일),청정청소년수련원(청정테마힐링센터),20191016,20251015,인증,전북 완주군 구이면 장미로 31
120,활동,0213B05F-08698,전라북도,N,5명,5명,0명,0명,0명,10명,디오라마 스토리,전주청소년문화의집,20191016,20251015,인증,전북 전주시 완산구 태평동 155
121,활동,2664A01F-08709,강원도,N,5명,5명,0명,0명,0명,10명,Safety Youth-Up 생존배낭 만들기,양구군청소년수련관,20191016,20251015,인증,강원도 양구군 양구읍 상리 399-4
122,활동,3616A01F-08731,강원도,N,5명,5명,0명,0명,0명,10명,위급상황에서 살아남기,양구군 남면 청소년문화의집,20191016,20251015,인증,강원도 양구군 남면 용하리 삼팔선로 9
123,활동,0967F08B-09641,충청남도,N,0명,80명,0명,0명,0명,80명,"나의 삶을 디자인하다(중학교, 1박2일)",군포시청소년수련원,20201014,20251013,인증,충청남도 청양군 화성면 정자골길 100-43 군포시청소년수련원
124,활동,0018A05B-09697,전라북도,N,0명,200명,0명,0명,0명,200명,“그린나래 더하기” 캠프 (중학교),임실군청소년수련원,20201014,20251013,인증,전북 임실군 관촌면 덕천리 481-10번지
125,활동,0018A05C-09698,전라북도,N,0명,0명,200명,0명,0명,200명,“해찬나래 더하기” 캠프 (고등학교),임실군청소년수련원,20201014,20251013,인증,전북 임실군 관촌면 덕천리 481-10번지
